시도,업종코드_10차_변형,기업수,증가율,설립일자
세종,"기타 전문, 과학 및 기술 서비스업",1,0.0,2018
세종,기타 제품 제조업,1,0.0,2018
세종,농업,1,0.0,2018
세종,도매 및 상품 중개업,23,0.0,2018
세종,부동산업,20,0.0,2018
세종,비금속 광물제품 제조업,3,0.0,2018
세종,사업 지원 서비스업,5,0.0,2018
세종,사업시설 관리 및 조경 서비스업,1,0.0,2018
세종,사회복지 서비스업,1,0.0,2018
세종,소매업; 자동차 제외,8,0.0,2018
세종,스포츠 및 오락관련 서비스업,2,0.0,2018
세종,식료품 제조업,6,0.0,2018
세종,연구개발업,1,0.0,2018
세종,영상ㆍ오디오 기록물 제작 및 배급업,2,0.0,2018
세종,육상 운송 및 파이프라인 운송업,1,0.0,2018
세종,음식점 및 주점업,3,0.0,2018
세종,"의료, 정밀, 광학 기기 및 시계 제조업",1,0.0,2018
세종,의료용 물질 및 의약품 제조업,1,0.0,2018
세종,인쇄 및 기록매체 복제업,2,0.0,2018
세종,임대업; 부동산 제외,1,0.0,2018
세종,자동차 및 부품 판매업,1,0.0,2018
세종,"전기, 가스, 증기 및 공기 조절 공급업",11,0.0,2018
세종,전기장비 제조업,2,0.0,2018
세종,전문 서비스업,2,0.0,2018
세종,전문직별 공사업,20,0.0,2018
세종,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1,0.0,2018
세종,정보서비스업,3,0.0,2018
세종,종합 건설업,12,0.0,2018
세종,창고 및 운송관련 서비스업,1,0.0,2018
세종,출판업,11,0.0,2018
세종,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2,0.0,2018
세종,"폐기물 수집, 운반, 처리 및 원료 재생업",1,0.0,2018
세종,협회 및 단체,1,0.0,2018
울산,1차 금속 제조업,2,0.0,2018
울산,가구 제조업,1,0.0,2018
울산,"가죽, 가방 및 신발 제조업",1,0.0,2018
울산,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",4,0.0,2018
울산,고무 및 플라스틱제품 제조업,2,0.0,2018
울산,교육 서비스업,8,0.0,2018
울산,금속 가공제품 제조업; 기계 및 가구 제외,3,0.0,2018
울산,금융 및 보험관련 서비스업,1,0.0,2018
울산,금융업,1,0.0,2018
울산,기타 기계 및 장비 제조업,9,0.0,2018
울산,기타 운송장비 제조업,10,0.0,2018
울산,"기타 전문, 과학 및 기술 서비스업",5,0.0,2018
울산,기타 제품 제조업,5,0.0,2018
울산,농업,2,0.0,2018
울산,도매 및 상품 중개업,61,0.0,2018
울산,부동산업,49,0.0,2018
울산,비금속 광물제품 제조업,1,0.0,2018
울산,사업 지원 서비스업,17,0.0,2018
울산,사업시설 관리 및 조경 서비스업,5,0.0,2018
울산,사회복지 서비스업,1,0.0,2018
울산,소매업; 자동차 제외,21,0.0,2018
울산,수상 운송업,1,0.0,2018
울산,스포츠 및 오락관련 서비스업,3,0.0,2018
울산,식료품 제조업,8,0.0,2018
울산,연구개발업,5,0.0,2018
울산,우편 및 통신업,2,0.0,2018
울산,육상 운송 및 파이프라인 운송업,4,0.0,2018
울산,음료 제조업,1,0.0,2018
울산,음식점 및 주점업,6,0.0,2018
울산,"의료, 정밀, 광학 기기 및 시계 제조업",1,0.0,2018
울산,"의복, 의복 액세서리 및 모피제품 제조업",1,0.0,2018
울산,임대업; 부동산 제외,2,0.0,2018
울산,자동차 및 부품 판매업,2,0.0,2018
울산,자동차 및 트레일러 제조업,7,0.0,2018
울산,"전기, 가스, 증기 및 공기 조절 공급업",5,0.0,2018
울산,전기장비 제조업,3,0.0,2018
울산,전문 서비스업,15,0.0,2018
울산,전문직별 공사업,21,0.0,2018
울산,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2,0.0,2018
울산,정보서비스업,2,0.0,2018
울산,종합 건설업,12,0.0,2018
울산,창고 및 운송관련 서비스업,1,0.0,2018
울산,"창작, 예술 및 여가관련 서비스업",3,0.0,2018
울산,출판업,10,0.0,2018
울산,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0.0,2018
울산,"펄프, 종이 및 종이제품 제조업",2,0.0,2018
울산,"폐기물 수집, 운반, 처리 및 원료 재생업",3,0.0,2018
울산,협회 및 단체,5,0.0,2018
울산,화학 물질 및 화학제품 제조업; 의약품 제외,2,0.0,2018
인천,1차 금속 제조업,10,0.0,2018
인천,가구 제조업,9,0.0,2018
인천,"가죽, 가방 및 신발 제조업",4,0.0,2018
인천,개인 및 소비용품 수리업,4,0.0,2018
인천,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",11,0.0,2018
인천,고무 및 플라스틱제품 제조업,16,0.0,2018
인천,교육 서비스업,23,0.0,2018
인천,금속 가공제품 제조업; 기계 및 가구 제외,11,0.0,2018
인천,금융 및 보험관련 서비스업,16,0.0,2018
인천,금융업,7,0.0,2018
인천,기타 개인 서비스업,10,0.0,2018
인천,기타 기계 및 장비 제조업,25,0.0,2018
인천,기타 운송장비 제조업,4,0.0,2018
인천,"기타 전문, 과학 및 기술 서비스업",18,0.0,2018
인천,기타 제품 제조업,16,0.0,2018
인천,농업,5,0.0,2018
인천,도매 및 상품 중개업,305,0.0,2018
인천,목재 및 나무제품 제조업; 가구 제외,4,0.0,2018
인천,방송업,1,0.0,2018
인천,부동산업,88,0.0,2018
인천,비금속 광물제품 제조업,5,0.0,2018
인천,사업 지원 서비스업,83,0.0,2018
인천,사업시설 관리 및 조경 서비스업,8,0.0,2018
인천,사회복지 서비스업,2,0.0,2018
인천,섬유제품 제조업; 의복 제외,7,0.0,2018
인천,소매업; 자동차 제외,82,0.0,2018
인천,숙박업,2,0.0,2018
인천,스포츠 및 오락관련 서비스업,3,0.0,2018
인천,식료품 제조업,25,0.0,2018
인천,연구개발업,5,0.0,2018
인천,영상ㆍ오디오 기록물 제작 및 배급업,10,0.0,2018
인천,우편 및 통신업,3,0.0,2018
인천,육상 운송 및 파이프라인 운송업,27,0.0,2018
인천,음료 제조업,1,0.0,2018
인천,음식점 및 주점업,26,0.0,2018
인천,"의료, 정밀, 광학 기기 및 시계 제조업",11,0.0,2018
인천,의료용 물질 및 의약품 제조업,2,0.0,2018
인천,"의복, 의복 액세서리 및 모피제품 제조업",12,0.0,2018
인천,인쇄 및 기록매체 복제업,1,0.0,2018
인천,임대업; 부동산 제외,11,0.0,2018
인천,자동차 및 부품 판매업,40,0.0,2018
인천,자동차 및 트레일러 제조업,5,0.0,2018
인천,"전기, 가스, 증기 및 공기 조절 공급업",7,0.0,2018
인천,전기장비 제조업,21,0.0,2018
인천,전문 서비스업,77,0.0,2018
인천,전문직별 공사업,68,0.0,2018
인천,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",41,0.0,2018
인천,정보서비스업,14,0.0,2018
인천,종합 건설업,38,0.0,2018
인천,창고 및 운송관련 서비스업,30,0.0,2018
인천,"창작, 예술 및 여가관련 서비스업",6,0.0,2018
인천,출판업,63,0.0,2018
인천,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2,0.0,2018
인천,"펄프, 종이 및 종이제품 제조업",3,0.0,2018
인천,"폐기물 수집, 운반, 처리 및 원료 재생업",4,0.0,2018
인천,"하수, 폐수 및 분뇨 처리업",1,0.0,2018
인천,항공 운송업,1,0.0,2018
인천,협회 및 단체,7,0.0,2018
인천,화학 물질 및 화학제품 제조업; 의약품 제외,32,0.0,2018
전남,1차 금속 제조업,1,0.0,2018
전남,가구 제조업,1,0.0,2018
전남,개인 및 소비용품 수리업,2,0.0,2018
전남,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",15,0.0,2018
전남,고무 및 플라스틱제품 제조업,7,0.0,2018
전남,교육 서비스업,10,0.0,2018
전남,금속 가공제품 제조업; 기계 및 가구 제외,17,0.0,2018
전남,금융 및 보험관련 서비스업,2,0.0,2018
전남,금융업,2,0.0,2018
전남,기타 개인 서비스업,2,0.0,2018
전남,기타 기계 및 장비 제조업,11,0.0,2018
전남,기타 운송장비 제조업,46,0.0,2018
전남,"기타 전문, 과학 및 기술 서비스업",3,0.0,2018
전남,기타 제품 제조업,4,0.0,2018
전남,농업,53,0.0,2018
전남,도매 및 상품 중개업,171,0.0,2018
전남,보건업,1,0.0,2018
전남,부동산업,45,0.0,2018
전남,비금속 광물제품 제조업,5,0.0,2018
전남,비금속광물 광업; 연료용 제외,2,0.0,2018
전남,사업 지원 서비스업,19,0.0,2018
전남,사업시설 관리 및 조경 서비스업,2,0.0,2018
전남,사회복지 서비스업,1,0.0,2018
전남,섬유제품 제조업; 의복 제외,2,0.0,2018
전남,소매업; 자동차 제외,25,0.0,2018
전남,숙박업,4,0.0,2018
전남,스포츠 및 오락관련 서비스업,6,0.0,2018
전남,식료품 제조업,43,0.0,2018
전남,어업,13,0.0,2018
전남,연구개발업,9,0.0,2018
전남,영상ㆍ오디오 기록물 제작 및 배급업,2,0.0,2018
전남,육상 운송 및 파이프라인 운송업,22,0.0,2018
전남,음료 제조업,3,0.0,2018
전남,음식점 및 주점업,7,0.0,2018
전남,"의료, 정밀, 광학 기기 및 시계 제조업",4,0.0,2018
전남,"의복, 의복 액세서리 및 모피제품 제조업",1,0.0,2018
전남,인쇄 및 기록매체 복제업,1,0.0,2018
전남,임대업; 부동산 제외,5,0.0,2018
전남,임업,4,0.0,2018
전남,자동차 및 부품 판매업,3,0.0,2018
전남,자동차 및 트레일러 제조업,3,0.0,2018
전남,"전기, 가스, 증기 및 공기 조절 공급업",156,0.0,2018
전남,전기장비 제조업,3,0.0,2018
전남,전문 서비스업,6,0.0,2018
전남,전문직별 공사업,70,0.0,2018
전남,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0.0,2018
전남,정보서비스업,4,0.0,2018
전남,종합 건설업,36,0.0,2018
전남,창고 및 운송관련 서비스업,7,0.0,2018
전남,"창작, 예술 및 여가관련 서비스업",7,0.0,2018
전남,출판업,19,0.0,2018
전남,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3,0.0,2018
전남,"펄프, 종이 및 종이제품 제조업",2,0.0,2018
전남,"폐기물 수집, 운반, 처리 및 원료 재생업",7,0.0,2018
전남,협회 및 단체,17,0.0,2018
전남,화학 물질 및 화학제품 제조업; 의약품 제외,11,0.0,2018
전북,1차 금속 제조업,2,0.0,2018
전북,가구 제조업,1,0.0,2018
전북,개인 및 소비용품 수리업,3,0.0,2018
전북,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",7,0.0,2018
전북,고무 및 플라스틱제품 제조업,6,0.0,2018
전북,교육 서비스업,10,0.0,2018
전북,금속 가공제품 제조업; 기계 및 가구 제외,13,0.0,2018
전북,금융 및 보험관련 서비스업,7,0.0,2018
전북,금융업,2,0.0,2018
전북,기타 기계 및 장비 제조업,18,0.0,2018
전북,기타 운송장비 제조업,3,0.0,2018
전북,"기타 전문, 과학 및 기술 서비스업",3,0.0,2018
전북,기타 제품 제조업,7,0.0,2018
전북,농업,60,0.0,2018
전북,도매 및 상품 중개업,157,0.0,2018
전북,목재 및 나무제품 제조업; 가구 제외,1,0.0,2018
전북,방송업,1,0.0,2018
전북,부동산업,59,0.0,2018
전북,비금속 광물제품 제조업,3,0.0,2018
전북,비금속광물 광업; 연료용 제외,2,0.0,2018
전북,사업 지원 서비스업,16,0.0,2018
전북,사업시설 관리 및 조경 서비스업,8,0.0,2018
전북,사회복지 서비스업,4,0.0,2018
전북,섬유제품 제조업; 의복 제외,1,0.0,2018
전북,소매업; 자동차 제외,33,0.0,2018
전북,숙박업,4,0.0,2018
전북,스포츠 및 오락관련 서비스업,3,0.0,2018
전북,식료품 제조업,35,0.0,2018
전북,어업,2,0.0,2018
전북,연구개발업,3,0.0,2018
전북,영상ㆍ오디오 기록물 제작 및 배급업,2,0.0,2018
전북,육상 운송 및 파이프라인 운송업,9,0.0,2018
전북,음식점 및 주점업,8,0.0,2018
전북,"의료, 정밀, 광학 기기 및 시계 제조업",2,0.0,2018
전북,"의복, 의복 액세서리 및 모피제품 제조업",5,0.0,2018
전북,인쇄 및 기록매체 복제업,1,0.0,2018
전북,임대업; 부동산 제외,7,0.0,2018
전북,임업,5,0.0,2018
전북,자동차 및 부품 판매업,4,0.0,2018
전북,자동차 및 트레일러 제조업,6,0.0,2018
전북,"전기, 가스, 증기 및 공기 조절 공급업",70,0.0,2018
전북,전기장비 제조업,2,0.0,2018
전북,전문 서비스업,25,0.0,2018
전북,전문직별 공사업,54,0.0,2018
전북,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0.0,2018
전북,정보서비스업,2,0.0,2018
전북,종합 건설업,23,0.0,2018
전북,창고 및 운송관련 서비스업,1,0.0,2018
전북,"창작, 예술 및 여가관련 서비스업",7,0.0,2018
전북,출판업,18,0.0,2018
전북,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3,0.0,2018
전북,"펄프, 종이 및 종이제품 제조업",2,0.0,2018
전북,"폐기물 수집, 운반, 처리 및 원료 재생업",1,0.0,2018
전북,"하수, 폐수 및 분뇨 처리업",1,0.0,2018
전북,협회 및 단체,9,0.0,2018
전북,화학 물질 및 화학제품 제조업; 의약품 제외,9,0.0,2018
제주,가구 제조업,3,0.0,2018
제주,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",14,0.0,2018
제주,교육 서비스업,12,0.0,2018
제주,금융업,1,0.0,2018
제주,기타 개인 서비스업,1,0.0,2018
제주,기타 기계 및 장비 제조업,1,0.0,2018
제주,"기타 전문, 과학 및 기술 서비스업",4,0.0,2018
제주,기타 제품 제조업,2,0.0,2018
제주,농업,14,0.0,2018
제주,도매 및 상품 중개업,50,0.0,2018
제주,부동산업,46,0.0,2018
제주,비금속광물 광업; 연료용 제외,1,0.0,2018
제주,사업 지원 서비스업,32,0.0,2018
제주,사업시설 관리 및 조경 서비스업,5,0.0,2018
제주,사회복지 서비스업,3,0.0,2018
제주,소매업; 자동차 제외,13,0.0,2018
제주,수상 운송업,2,0.0,2018
제주,숙박업,11,0.0,2018
제주,스포츠 및 오락관련 서비스업,6,0.0,2018
제주,식료품 제조업,14,0.0,2018
제주,영상ㆍ오디오 기록물 제작 및 배급업,3,0.0,2018
제주,육상 운송 및 파이프라인 운송업,4,0.0,2018
제주,음료 제조업,2,0.0,2018
제주,음식점 및 주점업,14,0.0,2018
제주,임대업; 부동산 제외,5,0.0,2018
제주,자동차 및 부품 판매업,1,0.0,2018
제주,"전기, 가스, 증기 및 공기 조절 공급업",15,0.0,2018
제주,전문 서비스업,14,0.0,2018
제주,전문직별 공사업,27,0.0,2018
제주,정보서비스업,6,0.0,2018
제주,종합 건설업,21,0.0,2018
제주,창고 및 운송관련 서비스업,2,0.0,2018
제주,"창작, 예술 및 여가관련 서비스업",3,0.0,2018
제주,출판업,21,0.0,2018
제주,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0.0,2018
제주,"하수, 폐수 및 분뇨 처리업",2,0.0,2018
제주,협회 및 단체,4,0.0,2018
제주,화학 물질 및 화학제품 제조업; 의약품 제외,2,0.0,2018
충남,1차 금속 제조업,4,0.0,2018
충남,"가죽, 가방 및 신발 제조업",1,0.0,2018
충남,개인 및 소비용품 수리업,4,0.0,2018
충남,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",7,0.0,2018
충남,고무 및 플라스틱제품 제조업,3,0.0,2018
충남,"공공 행정, 국방 및 사회보장 행정",1,0.0,2018
충남,교육 서비스업,8,0.0,2018
충남,금속 가공제품 제조업; 기계 및 가구 제외,15,0.0,2018
충남,금속 광업,2,0.0,2018
충남,금융 및 보험관련 서비스업,3,0.0,2018
충남,금융업,6,0.0,2018
충남,기타 개인 서비스업,2,0.0,2018
충남,기타 기계 및 장비 제조업,43,0.0,2018
충남,기타 운송장비 제조업,2,0.0,2018
충남,"기타 전문, 과학 및 기술 서비스업",2,0.0,2018
충남,기타 제품 제조업,6,0.0,2018
충남,농업,34,0.0,2018
충남,도매 및 상품 중개업,175,0.0,2018
충남,목재 및 나무제품 제조업; 가구 제외,2,0.0,2018
충남,부동산업,63,0.0,2018
충남,비금속 광물제품 제조업,4,0.0,2018
충남,사업 지원 서비스업,36,0.0,2018
충남,사업시설 관리 및 조경 서비스업,6,0.0,2018
충남,사회복지 서비스업,2,0.0,2018
충남,산업용 기계 및 장비 수리업,4,0.0,2018
충남,섬유제품 제조업; 의복 제외,5,0.0,2018
충남,소매업; 자동차 제외,25,0.0,2018
충남,숙박업,2,0.0,2018
충남,스포츠 및 오락관련 서비스업,7,0.0,2018
충남,식료품 제조업,36,0.0,2018
충남,어업,4,0.0,2018
충남,연구개발업,5,0.0,2018
충남,영상ㆍ오디오 기록물 제작 및 배급업,3,0.0,2018
충남,우편 및 통신업,1,0.0,2018
충남,육상 운송 및 파이프라인 운송업,6,0.0,2018
충남,음료 제조업,2,0.0,2018
충남,음식점 및 주점업,8,0.0,2018
충남,"의료, 정밀, 광학 기기 및 시계 제조업",4,0.0,2018
충남,"의복, 의복 액세서리 및 모피제품 제조업",2,0.0,2018
충남,임대업; 부동산 제외,13,0.0,2018
충남,임업,1,0.0,2018
충남,자동차 및 부품 판매업,12,0.0,2018
충남,자동차 및 트레일러 제조업,18,0.0,2018
충남,"전기, 가스, 증기 및 공기 조절 공급업",65,0.0,2018
충남,전기장비 제조업,11,0.0,2018
충남,전문 서비스업,33,0.0,2018
충남,전문직별 공사업,66,0.0,2018
충남,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",28,0.0,2018
충남,정보서비스업,4,0.0,2018
충남,종합 건설업,23,0.0,2018
충남,창고 및 운송관련 서비스업,5,0.0,2018
충남,"창작, 예술 및 여가관련 서비스업",6,0.0,2018
충남,출판업,24,0.0,2018
충남,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3,0.0,2018
충남,"펄프, 종이 및 종이제품 제조업",5,0.0,2018
충남,"폐기물 수집, 운반, 처리 및 원료 재생업",6,0.0,2018
충남,협회 및 단체,13,0.0,2018
충남,화학 물질 및 화학제품 제조업; 의약품 제외,7,0.0,2018
충남,환경 정화 및 복원업,1,0.0,2018
충북,1차 금속 제조업,10,0.0,2018
충북,가구 제조업,2,0.0,2018
충북,"가죽, 가방 및 신발 제조업",1,0.0,2018
충북,개인 및 소비용품 수리업,1,0.0,2018
충북,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",14,0.0,2018
충북,고무 및 플라스틱제품 제조업,11,0.0,2018
충북,교육 서비스업,9,0.0,2018
충북,금속 가공제품 제조업; 기계 및 가구 제외,11,0.0,2018
충북,금융 및 보험관련 서비스업,6,0.0,2018
충북,금융업,1,0.0,2018
충북,기타 개인 서비스업,4,0.0,2018
충북,기타 기계 및 장비 제조업,22,0.0,2018
충북,기타 운송장비 제조업,1,0.0,2018
충북,"기타 전문, 과학 및 기술 서비스업",3,0.0,2018
충북,기타 제품 제조업,2,0.0,2018
충북,농업,26,0.0,2018
충북,도매 및 상품 중개업,134,0.0,2018
충북,목재 및 나무제품 제조업; 가구 제외,3,0.0,2018
충북,부동산업,37,0.0,2018
충북,비금속 광물제품 제조업,9,0.0,2018
충북,비금속광물 광업; 연료용 제외,2,0.0,2018
충북,사업 지원 서비스업,23,0.0,2018
충북,사업시설 관리 및 조경 서비스업,4,0.0,2018
충북,사회복지 서비스업,4,0.0,2018
충북,섬유제품 제조업; 의복 제외,2,0.0,2018
충북,소매업; 자동차 제외,22,0.0,2018
충북,숙박업,1,0.0,2018
충북,스포츠 및 오락관련 서비스업,10,0.0,2018
충북,식료품 제조업,31,0.0,2018
충북,연구개발업,4,0.0,2018
충북,영상ㆍ오디오 기록물 제작 및 배급업,1,0.0,2018
충북,육상 운송 및 파이프라인 운송업,10,0.0,2018
충북,음료 제조업,4,0.0,2018
충북,음식점 및 주점업,4,0.0,2018
충북,"의료, 정밀, 광학 기기 및 시계 제조업",5,0.0,2018
충북,"의복, 의복 액세서리 및 모피제품 제조업",5,0.0,2018
충북,인쇄 및 기록매체 복제업,1,0.0,2018
충북,임대업; 부동산 제외,4,0.0,2018
충북,임업,2,0.0,2018
충북,자동차 및 부품 판매업,5,0.0,2018
충북,자동차 및 트레일러 제조업,4,0.0,2018
충북,"전기, 가스, 증기 및 공기 조절 공급업",49,0.0,2018
충북,전기장비 제조업,4,0.0,2018
충북,전문 서비스업,13,0.0,2018
충북,전문직별 공사업,33,0.0,2018
충북,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",12,0.0,2018
충북,정보서비스업,5,0.0,2018
충북,종합 건설업,20,0.0,2018
충북,창고 및 운송관련 서비스업,6,0.0,2018
충북,"창작, 예술 및 여가관련 서비스업",3,0.0,2018
충북,출판업,15,0.0,2018
충북,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0.0,2018
충북,"펄프, 종이 및 종이제품 제조업",2,0.0,2018
충북,"폐기물 수집, 운반, 처리 및 원료 재생업",7,0.0,2018
충북,협회 및 단체,5,0.0,2018
충북,화학 물질 및 화학제품 제조업; 의약품 제외,25,0.0,2018
강원,자동차 및 부품 판매업,6,5.0,2019
강원,농업,32,2.5555555555555554,2019
강원,소매업; 자동차 제외,43,0.8695652173913043,2019
강원,"창작, 예술 및 여가관련 서비스업",10,0.6666666666666666,2019
강원,출판업,20,0.5384615384615384,2019
강원,기타 개인 서비스업,3,0.5,2019
강원,"기타 전문, 과학 및 기술 서비스업",6,0.5,2019
강원,비금속 광물제품 제조업,6,0.5,2019
강원,연구개발업,3,0.5,2019
강원,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3,0.5,2019
강원,부동산업,44,0.4666666666666667,2019
강원,교육 서비스업,10,0.42857142857142855,2019
강원,스포츠 및 오락관련 서비스업,4,0.3333333333333333,2019
강원,영상ㆍ오디오 기록물 제작 및 배급업,4,0.3333333333333333,2019
강원,전문직별 공사업,44,0.15789473684210525,2019
강원,종합 건설업,21,0.10526315789473684,2019
강원,고무 및 플라스틱제품 제조업,1,0.0,2019
강원,금속 가공제품 제조업; 기계 및 가구 제외,2,0.0,2019
강원,기타 제품 제조업,4,0.0,2019
강원,음료 제조업,2,0.0,2019
강원,전기장비 제조업,2,0.0,2019
강원,"폐기물 수집, 운반, 처리 및 원료 재생업",2,0.0,2019
강원,임대업; 부동산 제외,7,-0.125,2019
강원,음식점 및 주점업,6,-0.14285714285714285,2019
강원,사업 지원 서비스업,14,-0.17647058823529413,2019
강원,기타 기계 및 장비 제조업,4,-0.2,2019
강원,정보서비스업,4,-0.2,2019
강원,협회 및 단체,8,-0.2,2019
강원,식료품 제조업,24,-0.22580645161290322,2019
강원,도매 및 상품 중개업,85,-0.2796610169491525,2019
강원,"전기, 가스, 증기 및 공기 조절 공급업",40,-0.2857142857142857,2019
강원,자동차 및 트레일러 제조업,2,-0.3333333333333333,2019
강원,전문 서비스업,12,-0.4,2019
강원,비금속광물 광업; 연료용 제외,1,-0.5,2019
강원,숙박업,3,-0.5,2019
강원,"의료, 정밀, 광학 기기 및 시계 제조업",4,-0.5,2019
강원,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",4,-0.5555555555555556,2019
강원,화학 물질 및 화학제품 제조업; 의약품 제외,3,-0.5714285714285714,2019
강원,"의복, 의복 액세서리 및 모피제품 제조업",1,-0.6666666666666666,2019
강원,창고 및 운송관련 서비스업,1,-0.6666666666666666,2019
강원,금융 및 보험관련 서비스업,1,-0.75,2019
강원,임업,1,-0.8,2019
강원,기타 운송장비 제조업,1,,2019
강원,목재 및 나무제품 제조업; 가구 제외,2,,2019
강원,보험 및 연금업,1,,2019
강원,어업,3,,2019
강원,인쇄 및 기록매체 복제업,2,,2019
강원,"코크스, 연탄 및 석유정제품 제조업",1,,2019
경기,방송업,10,4.0,2019
경기,영상ㆍ오디오 기록물 제작 및 배급업,101,1.2954545454545454,2019
경기,부동산업,1167,1.2270992366412214,2019
경기,보건업,2,1.0,2019
경기,어업,2,1.0,2019
경기,스포츠 및 오락관련 서비스업,64,0.7777777777777778,2019
경기,숙박업,11,0.5714285714285714,2019
경기,"폐기물 수집, 운반, 처리 및 원료 재생업",45,0.5517241379310345,2019
경기,농업,79,0.5192307692307693,2019
경기,산업용 기계 및 장비 수리업,6,0.5,2019
경기,전기장비 제조업,121,0.4578313253012048,2019
경기,전문 서비스업,430,0.4527027027027027,2019
경기,기타 운송장비 제조업,13,0.4444444444444444,2019
경기,1차 금속 제조업,43,0.43333333333333335,2019
경기,비금속광물 광업; 연료용 제외,7,0.4,2019
경기,소매업; 자동차 제외,543,0.3887468030690537,2019
경기,"기타 전문, 과학 및 기술 서비스업",104,0.38666666666666666,2019
경기,기타 제품 제조업,98,0.38028169014084506,2019
경기,협회 및 단체,40,0.3793103448275862,2019
경기,정보서비스업,113,0.313953488372093,2019
경기,"가죽, 가방 및 신발 제조업",21,0.3125,2019
경기,"의복, 의복 액세서리 및 모피제품 제조업",81,0.3064516129032258,2019
경기,식료품 제조업,237,0.26737967914438504,2019
경기,출판업,482,0.2390745501285347,2019
경기,사업시설 관리 및 조경 서비스업,59,0.22916666666666666,2019
경기,금융업,70,0.22807017543859648,2019
경기,가구 제조업,55,0.2222222222222222,2019
경기,"펄프, 종이 및 종이제품 제조업",22,0.2222222222222222,2019
경기,교육 서비스업,127,0.19811320754716982,2019
경기,종합 건설업,195,0.19631901840490798,2019
경기,"창작, 예술 및 여가관련 서비스업",33,0.17857142857142858,2019
경기,임대업; 부동산 제외,41,0.17142857142857143,2019
경기,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",35,0.12903225806451613,2019
경기,창고 및 운송관련 서비스업,65,0.1016949152542373,2019
경기,인쇄 및 기록매체 복제업,22,0.1,2019
경기,육상 운송 및 파이프라인 운송업,76,0.07042253521126761,2019
경기,섬유제품 제조업; 의복 제외,34,0.0625,2019
경기,도매 및 상품 중개업,1789,0.05173427395649618,2019
경기,금속 가공제품 제조업; 기계 및 가구 제외,88,0.047619047619047616,2019
경기,음식점 및 주점업,126,0.04132231404958678,2019
경기,사업 지원 서비스업,320,0.03896103896103896,2019
경기,"의료, 정밀, 광학 기기 및 시계 제조업",61,0.0,2019
경기,"하수, 폐수 및 분뇨 처리업",1,0.0,2019
경기,환경 정화 및 복원업,1,0.0,2019
경기,연구개발업,33,-0.029411764705882353,2019
경기,기타 개인 서비스업,27,-0.03571428571428571,2019
경기,금융 및 보험관련 서비스업,73,-0.0641025641025641,2019
경기,기타 기계 및 장비 제조업,199,-0.06572769953051644,2019
경기,화학 물질 및 화학제품 제조업; 의약품 제외,135,-0.08163265306122448,2019
경기,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",61,-0.08955223880597014,2019
경기,고무 및 플라스틱제품 제조업,61,-0.08955223880597014,2019
경기,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",289,-0.10248447204968944,2019
경기,전문직별 공사업,298,-0.11572700296735905,2019
경기,자동차 및 트레일러 제조업,74,-0.13953488372093023,2019
경기,우편 및 통신업,6,-0.14285714285714285,2019
경기,사회복지 서비스업,13,-0.1875,2019
경기,자동차 및 부품 판매업,83,-0.20192307692307693,2019
경기,의료용 물질 및 의약품 제조업,9,-0.25,2019
경기,임업,3,-0.25,2019
경기,개인 및 소비용품 수리업,21,-0.3,2019
경기,음료 제조업,7,-0.3,2019
경기,목재 및 나무제품 제조업; 가구 제외,12,-0.3333333333333333,2019
경기,비금속 광물제품 제조업,16,-0.5555555555555556,2019
경기,"전기, 가스, 증기 및 공기 조절 공급업",34,-0.7043478260869566,2019
경기,"코크스, 연탄 및 석유정제품 제조업",1,,2019
경기,항공 운송업,2,,2019
경남,"의료, 정밀, 광학 기기 및 시계 제조업",9,2.0,2019
경남,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3,2.0,2019
경남,식료품 제조업,54,1.5714285714285714,2019
